Shape,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,CITY,STATE,ZIP,TELEPHONE,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
"(40.74952956000004, -73.98204095299991)",Spa & Massage,Massage Massage,http://www.massagemassage.com,220 Madison Avenue,Ne wYork,NY,10016,(212) 696-9069, ,Manhattan,1,220,MADISON AVENUE
"(40.68149683300004, -73.9873800499999)",Stock Footage & Photography,Silverman Stock Footage,http://www.silvermanstockfootage.com,210 Douglass Street,Brooklyn,NY,11217,(718) 764-4411, ,Brooklyn,3,210,DOUGLASS STREET
"(40.75347726100006, -73.97205643299992)",Stock Footage & Photography,BBC Motion Gallery,http://www.bbcmotiongallery.com,747 3rd Avenue,New York,NY,10017,(212) 705-9399, ,Manhattan,1,747,3 AVENUE
"(40.75996883400006, -73.99112549499995)",Stock Footage & Photography,Edgewise Media Inc.,http://www.edgewisemedia.com,630 9th Avenue,New York,NY,10036,(212) 812-2779, ,Manhattan,1,630,9 AVENUE
"(40.754792388000055, -73.99239495499995)",Stock Footage & Photography,Empress Media Inc., ,306 West 38th Street,New York,NY,10018,(212) 643-4898, ,Manhattan,1,306,WEST 38 STREET
"(40.74424342900005, -73.98377101499995)",Stock Footage & Photography,"Film Archives, Inc.",http://www.filmarchivesonline.com,432 Park Avenue South,New York,NY,10016,(212) 307-6237, ,Manhattan,1,432,PARK AVENUE SOUTH
"(40.719939681000085, -74.00455631099993)",Stock Footage & Photography,Framepool,http://www.framepool.com,32 Avenue of the Americas,New York,NY,10013,(212) 468-2556, ,Manhattan,1,32,AVENUE OF THE AMERICAS
"(40.72345560000008, -74.00689435599992)",Stock Footage & Photography,Getty Images,http://www.gettyimages.com/film,75 Varick Street,New York,NY,10013,(646) 613-4509, ,Manhattan,1,75,VARICK STREET
"(40.705739158000085, -74.01184110899993)",Stock Footage & Photography,Gotham Photo Company,http://www.gothamphotocompany.com,50 Broad Street,New York,NY,10004,(212) 482-0319, ,Manhattan,1,50,BROAD STREET
"(40.75209368700007, -74.00624068899992)",Stock Footage & Photography,Media Distributors,http://www.mediadistributors.com,645 West 27th Street,New York,NY,10001,(212) 375-1800, ,Manhattan,1,645,WEST 27 STREET
"(40.76063067000007, -73.99694977399992)",Stock Footage & Photography,NY Film Flyers,http://www.nyfilmflyers.com,529 West 42nd Street,New York,NY,10036,(212) 736-0883, ,Manhattan,1,529,WEST 42 STREET
"(40.730605585000035, -73.99152094599992)",Stock Footage & Photography,Thought Equity,http://www.thoughtequity.com,770 Broadway,New York,NY,10003,(212) 489-6710 xt 230, ,Manhattan,1,770,BROADWAY
"(40.693359126000075, -73.99100279899994)",Transcription & Translation Services,Legal Interpreting Services,http://www.lis-translations.com,26 Court Street,Brooklyn,NY,11242,(718) 237-8919, ,Brooklyn,3,26,COURT STREET
"(40.76626415000004, -73.9812999909999)",Transcription & Translation Services,The Gotham Lab,http://www.gothamlab.com,225 West 57th Street,New York,NY,10019,(347) 435-0104,yes,Manhattan,1,225,WEST 57 STREET
"(40.75279969500008, -73.99227246599992)",Transcription & Translation Services,"Geneva Worldwide, Inc.",http://www.genevaworldwide.com,261 West 35th Street,New York,NY,10001,(212) 255-8400,yes,Manhattan,1,261,WEST 35 STREET
"(40.75018036900008, -73.98411965799994)",Transcription & Translation Services,"iProbe Multilingual Solutions, Inc.",http://www.iprobesolutions.com,5 West 36th Street,New York,NY,10018,(212) 489-6035, ,Manhattan,1,5,WEST 36 STREET
"(40.75213221300004, -73.97227231099993)",Transcription & Translation Services,Rennert Bilingual,http://www.rennert.com,216 East 45th Street,New York,NY,10016,(212) 867-8700 x21, ,Manhattan,1,216,EAST 45 STREET
"(40.74275651700009, -73.95539925299994)",Transcription & Translation Services,Soundwriters Inc.,http://www.soundwriters.com,5-30 50th Avenue,Long Island City,NY,11101,(718) 786-0010, ,Queens,4,30-May,50 AVENUE
"(40.74169681800004, -73.90187918099991)",Transcription & Translation Services,"Nichibei Translations, LLC",http://www.nichibeitrans.net,6311 Queens Boulevard,Queens,NY,11377,(718) 426-7238, ,Queens,4,63-11,QUEENS BOULEVARD
"(40.74676402600005, -74.00721796699992)",Travel & Transportation,Bermuda Limousine International Inc.,http://www.bermudalimo.com,537 West 20th Street,New York,NY,10011,"(212) 647-8400, x117", ,Manhattan,1,537,WEST 20 STREET
"(40.75531585900006, -73.97052525599992)",Travel & Transportation,Blue Star Jets,http://www.bluestarjets.com,805 3rd Avenue,New York,NY,10022,(877) 667-8111, ,Manhattan,1,805,3 AVENUE
"(40.75490242800004, -73.99951633699993)",Travel & Transportation,Budget Truck Rental,http://www.budgettruck.com,510 West 35th Street,New York,NY,10001,(212) 465-1911, ,Manhattan,1,510,WEST 35 STREET
"(40.75067267400004, -74.00478218399991)",Travel & Transportation,Chelsea Rental Corp.,http://www.chelsearental.com,549 West 26th Street,New York,NY,10001,(212) 564-9555, ,Manhattan,1,549,WEST 26 STREET
"(40.75089957000006, -74.00328143699994)",Travel & Transportation,Edge Auto and Truck Rental,http://edgeautorental.com,521 West 27th Street,New York,NY,10001,(212) 947-3343, ,Manhattan,1,521,WEST 27 STREET
"(40.76736602500006, -73.95570046099994)",Travel & Transportation,Jetworks International,http://www.jetworksinternational.com,402 East 72nd Street,New York,NY,10021,(212) 300-4247, ,Manhattan,1,402,EAST 72 STREET
"(40.75224818700008, -73.97452569699993)",Travel & Transportation,"Luxury Air Jets, Inc.",http://www.luxuryairjets.com,144 East 44th Street,New York,NY,10017,(212) 204-5701,yes,Manhattan,1,144,EAST 44 STREET
"(40.73290319700004, -74.00372730399994)",Travel & Transportation,NYC Green Car,http://www.nycgreencar.com,315 Bleecker Street,New York,NY,10014,(800) 809-2073, ,Manhattan,1,315,BLEECKER STREET
"(40.829523950000066, -73.94486563399994)",Travel & Transportation,Ready to Roll Transportation,http://www.readytoroll.com,1850 Amsterdam Avenue,New York,NY,10031,(646) 308-0165, ,Manhattan,1,1850,AMSTERDAM AVENUE
"(40.76479817400008, -73.97963260199992)",Travel & Transportation,Hertz,http://www.hertz.com,152 West 57th Street,New York,NY,10019,(800) 654-3131, ,Manhattan,1,152,WEST 57 STREET
"(40.71988394600004, -73.98536065099995)",Travel & Transportation,Travel Advocates,http://www.traveladvocates.com,151 Stanton Street,New York,NY,10007,(877) 826-6548, ,Manhattan,1,151,STANTON STREET
"(40.785037052000064, -73.97543758199993)",Travel & Transportation,Dollar Rent A Car,http://www.dollar.com,146 West 83rd Street,new york,NY,10024,(516) 782-4453,yes,Manhattan,1,146,WEST 83 STREET
"(40.68460199500004, -73.67852226799994)",Travel & Transportation,AA Executive Town Car & Limousine,http://www.exectownlimo.com,836 Hewlett Street,Franklin Square,NY,11010,(516) 538-8551, ,New York State,6,836,HEWLETT STREET
"(40.842909518000056, -72.99726542699995)",Travel & Transportation,Don's Location Vans,http://www.donslocationvans.com,3308 Route 112,Medford,NY,11763,(631) 698-7770, ,New York State,6,3308,ROUTE 112
"(40.70387309900008, -73.35786062099993)",Travel & Transportation,New York Truck Escort and Permits,http://www.newyorktruckescorts.com,792 Frankford Road,West Babylon,NY,11704,(631) 669-3742, ,New York State,6,792,FRANKFORD ROAD
"(40.78325151900009, -73.82851534199995)",Travel & Transportation,Enterprise Rent-A-Car,http://www.enterprise.com,1802 Petracca Place,Whitestone,NY,11357,(718) 445-1600 Ext. 218, ,Queens,4,18-02,PETRACCA PLACE
"(40.69927652300004, -73.80168679299993)",Travel & Transportation,Royal Buses,http://www.royalbuses.com,9540 Tuckerton Street,Jamaica,NY,11433,(800) 336-3666,yes,Queens,4,95-40,TUCKERTON STREET
"(40.755430870000055, -73.93126156799991)",Travel & Transportation,New Haven Moving Equipment Co.,http://www.newhaven-usa.com,30-01 37th Avenue,Long Island City,NY,11101,(718) 937-7888, ,Queens,4,30-01,37 AVENUE
"(40.735624801000085, -73.93611362199994)",Travel & Transportation,"Skyline Credit Ride, Inc.",http://www.skylineride.com,52-29 35th Street,Long Island City,NY,11101,(718) 482-8585, ,Queens,4,52-29,35 STREET
"(40.73970230700007, -73.95039616699995)",Travel & Transportation,SuperShuttle,http://www.supershuttle.com,52-15 11th Street,Long Island City,NY,11101,(212) 209-7000, ,Queens,4,52-15,11 STREET
"(40.74829214300007, -73.98532553599995)",Travel & Transportation,Imperial Jets,http://www.imperialjets.com,350 5th Avenue,New York,NY,10118,(212) 710-2240, ,Manhattan,1,350,5 AVENUE
"(40.754031835000035, -73.81661101499992)",Travel & Transportation,CSL Transportation,http://www.imousine-rental.net,45-24 Burling Street,Queens,NY,11355,(646) 812-8948,yes,Queens,4,45-24,BURLING STREET
"(40.65747773900006, -73.64486018699995)",Travel & Transportation,Royal Exclusive Limousines, ,265 Sunrise Hwy,Rockville Center,NY,11570,(718) 781-8669, ,Long Island,4,265,SUNRISE HIGHWAY
"(40.672082000000046, -73.99924656699994)",Travel & Transportation,Apex Car and Limousine,http://www.apexlimo.com,400 Hamilton Avenue,Brooklyn,NY,11231,(718) 522-1313, ,Brooklyn,3,400,HAMILTON AVENUE
"(40.72124688400004, -73.95809048899991)",Vehicles & Picture Cars,Superior Location Van Service Ltd.,http://www.superiorlocationvans.com,83 Wythe Avenue,Brooklyn,NY,11211,(718) 782-2494,yes,Brooklyn,3,83,WYTHE AVENUE
"(40.73509055900007, -74.0078337299999)",Vehicles & Picture Cars,Cooper Film Cars,http://www.cooperclassiccars.com,137 Perry Street,New York,NY,10014,(212) 929-3909, ,Manhattan,1,137,PERRY STREET
"(40.74685635900005, -73.98326511899995)",Vehicles & Picture Cars,Creative Film Cars,http://www.creativefilmcars.com,167 Madison Avenue,New York,NY,10016,(212) 864-4060, ,Manhattan,1,167,MADISON AVENUE
"(40.684321760000046, -73.4693924529999)",Vehicles & Picture Cars,Angel Aerial Corporation,http://www.angelaerial.com,126 Pittsburgh Avenue,Massapequa,NY,11758,(212) 460-8899,yes,New York State,6,126,PITTSBURGH AVENUE
"(40.75252854300004, -73.95044436499995)",Vehicles & Picture Cars,Taxi Depot Inc.,http://www.taxidepot.com,43-09 Vernon Boulevard,Long Island City,NY,11101,(718) 784-4737,yes,Queens,4,43-09,VERNON BOULEVARD
"(40.72031657300005, -73.7319080069999)",Vehicles & Picture Cars,New York Motorcycle,http://www.newyorkmotorcycle.com,222-02 Jamaica Avenue,Queens Village,NY,11428,(718) 479-7777,yes,Queens,4,222-02,JAMAICA AVENUE
"(40.708835813000064, -73.96017588299992)",Wardrobe,Bencraft Hatters,http://www.bencrafthats.com,236 Broadway,Brooklyn,NY,11211,(718) 384-8956,yes,Brooklyn,3,236,BROADWAY
"(40.71135454500006, -73.95749072099994)",Wardrobe,BoysItalianSuits.com,http://www.boysitaliansuits.com,157 Havemeyer Street,Brooklyn,NY,11211,(718) 782-0108,yes,Brooklyn,3,157,HAVEMEYER STREET
"(40.67668017500006, -73.96335845099992)",Wardrobe,DivaDesires.com,http://www.DivaDesires.com,687A Washington Avenue,Brooklyn,NY,11238,(347) 627-9647, ,Brooklyn,3,687A,WASHINGTON AVENUE
"(40.72549289700004, -73.95774507499993)",Wardrobe,Pops Popular Clothing Inc., ,7 Franklin Street,Brooklyn,NY,11222,(718) 349-7677, ,Brooklyn,3,7,FRANKLIN STREET
"(40.63796162500006, -73.99941269499993)",Wardrobe,United Uniforms,http://www.uniteduniformsonline.com,5015 10th Avenue,Brooklyn,NY,11219,(718) 436-1781,yes,Brooklyn,3,5015,10 AVENUE
"(40.72060563700006, -73.98400765499991)",Wardrobe,20 Peacocks,http://www.20peacocks.com,20 Clinton Street,New York,NY,10002,(212) 387-8660,yes,Manhattan,1,20,CLINTON STREET
"(40.75439217200005, -73.97610218299991)",Wardrobe,45th Street Park Avenue Shoe Repair & Shine, ,230 Park Avenue,New York,NY,10169,(212) 661-0391,yes,Manhattan,1,230,PARK AVENUE
"(40.75462783000006, -73.99466890199994)",Wardrobe,"All Racks Industries, Inc.",http://www.allracks.net,361 West 36th Street,New York,NY,10018,(212) 244-1069, ,Manhattan,1,361,WEST 36 STREET
"(40.75647657800005, -73.9824686099999)",Wardrobe,Baldwin Formalwear,http://www.nyctuxedos.com,1156 6th Avenue,New York,NY,10036,(212) 245-8190, ,Manhattan,1,1156,6 AVENUE
"(40.71754044000005, -73.9902708379999)",Wardrobe,By Robert James,http://www.byrobertjames.com,72 Orchard Street,New York,NY,10002,(212) 253-2121,yes,Manhattan,1,72,ORCHARD STREET
"(40.754235109000035, -73.9910703729999)",Wardrobe,carmengee.com,http://www.carmengee.com,262 West 38th Street,New York,NY,10018,(646) 414-2997, ,Manhattan,1,262,WEST 38 STREET
"(40.757758057000046, -73.96817433899992)",Wardrobe,"Zohreh Uomo, Inc.", ,220 East 54th Street,New York,NY,10022,(212) 308-2090, ,Manhattan,1,220,EAST 54 STREET
"(40.72196257200005, -73.99555177899992)",Wardrobe,Borrow My Eye,http://www.indaderector.com,211 Mott Street,New York,NY,10012,(212) 680-3023,yes,Manhattan,1,211,MOTT STREET
"(40.760952726000085, -73.96741115499992)",Wardrobe,Boyd's of Madison Avenue Department Store,http://www.boydsnyc.com,968 Third Avenue,New York,NY,10022,(212) 838-6558, ,Manhattan,1,968,THIRD AVENUE
"(40.73738316400005, -73.95591013599994)","Music, Audio & Sound","Moore PA Hire, Incorporated",http://www.moorepahire.com,19-21 Box Street,Brooklyn,NY,11222,(718) 389-8727, ,Brooklyn,3,19,BOX STREET
"(40.75144574400008, -73.98445501499992)",Wardrobe,Eskay Novelty Corp.,http://www.eskaynovelty.com,34 West 38th Street,New York,NY,10018,(212) 391-4110, ,Manhattan,1,34,WEST 38 STREET
"(40.73293618300005, -73.99836186099992)",Wardrobe,Fashion Shoppe Experess Inc., ,42 West 8th Street,New York,NY,10011,(212) 260-6990, ,Manhattan,1,42,WEST 8 STREET
"(40.75387944300007, -73.97885631699995)",Wardrobe,Fila,http://www.fila.com,340 Madison Avenue,New York,NY,10017,(646) 502-2100,yes,Manhattan,1,340,MADISON AVENUE
"(40.62663245600004, -73.94658231099993)",Wardrobe,Finesse Creations, ,3004 Avenue J,Brooklyn,NY,11210,(718) 692-2100,yes,Brooklyn,3,3004,AVENUE J
"(40.71623403000007, -73.99146866299992)",Wardrobe,Girls Love Shoes,http://www.glsnewyork.com,85 Hester Street,New York,NY,10002,(917) 250-3268,yes,Manhattan,1,85,HESTER STREET
"(40.746390225000084, -73.98693194399993)",Wardrobe,J. Levine Judaica,http://www.levinejudaica.com,5 West 30th Street,New York,NY,10001,(212) 695-6888,yes,Manhattan,1,5,WEST 30 STREET
"(40.74893506600006, -73.99396111099992)",Wardrobe,Kaufman Furs,http://kaufmanfurs.com,232 West 30th Street,New York,NY,10001,(212) 564-0050,yes,Manhattan,1,232,WEST 30 STREET
"(40.72142189500005, -73.99674232599995)",Wardrobe,Malia Mills Swimwear,http://www.maliamills.com,199 Mulberry Street,New York,NY,10012,(212) 625-2311, ,Manhattan,1,199,MULBERRY STREET
"(40.73889505300008, -73.99978709399994)",Wardrobe,Mask Arts Company,http://www.maskarts.com,203 West 14th Street,New York,NY,10011,(212) 243-4039,yes,Manhattan,1,203,WEST 14 STREET
"(40.748787004000064, -73.99454304999995)",Wardrobe,RRRentals,http://www.rrrentalsny.com,245 West 29th Street,New York,NY,10001,(212) 242-6120, ,Manhattan,1,245,WEST 29 STREET
"(40.74751557400003, -73.98693894099995)",Wardrobe,Saint Laurie Merchant Tailors,http://www.saintlaurie.com,22 West 32nd Street,New York,NY,10001,(212) 643-1916,yes,Manhattan,1,22,WEST 32 STREET
"(40.72774294200008, -73.99366443299994)",Wardrobe,Screaming Mimi's,http://www.screamingmimis.com,382 Lafayette Street,New York,NY,10003,(212) 677-6464,yes,Manhattan,1,382,LAFAYETTE STREET
"(40.75282434800005, -73.99157225599993)",Wardrobe,Stanley Pleating & Stitching Co., ,242 West 36th Street,New York,NY,10018,(212) 868-2920, ,Manhattan,1,242,WEST 36 STREET
"(40.72088070700005, -73.98908706399993)",Wardrobe,Ted's Formal Wear, ,155 Orchard Street,New York,NY,10002,(212) 966-2029, ,Manhattan,1,155,ORCHARD STREET
"(40.75400270300008, -73.9775208069999)",Wardrobe,The Shirt Store Inc.,http://www.shirtstore.com,51 East 44th Street,New York,NY,10017,(212) 557-8040, ,Manhattan,1,51,EAST 44 STREET
"(40.74867724900008, -73.99536232299994)",Wardrobe,Tiecrafters,http://www.tiecrafters.com,252 West 29th Street,New York,NY,10001,(212) 629-5800, ,Manhattan,1,252,WEST 29 STREET
"(40.75464694400006, -73.99281366399993)",Wardrobe,Ultimate Impressions,http://www.ultimateimpressions.com,313 West 37th Street,New York,NY,10018,(212) 234-3360, ,Manhattan,1,313,WEST 37 STREET
"(40.73324084700005, -73.99812731799994)",Wardrobe,Uncle Sam's Army Navy Deals,http://www.armynavydeals.com,37 West 8th Street,New York,NY,10011,(212) 674-2222, ,Manhattan,1,37,WEST 8 STREET
"(40.75498680600003, -73.97178870199991)",Wardrobe,"Uniforms by Park Coats, Inc.",http://www.uniformsbypark.com,790 3rd Avenue,New York,NY,11232,(718) 499-1182 ext. 10,yes,Manhattan,1,790,3 AVENUE
"(40.738533379000046, -73.67142743499994)",Wardrobe,Hamburger Woolen Co. Inc.,http://www.hwcny.com,23 Denton Avenue,New Hyde Park,NY,11040,(516) 352-7400, ,New York State,6,23,DENTON AVENUE
"(40.65764978900006, -74.00624601299995)",Wardrobe,Visual Merchandising d/b/a Fabulous Fit,http://www.fabulousfit.com,32 33rd Street,Brooklyn,NY,11232,(718) 788-1088, ,Brooklyn,3,32,33 STREET
"(41.45084256200005, -74.06340391799995)",Hardware & Tools,"Numax, Inc.",http://www.yourtools4less.com,1073 Route 94,New Windsor,NY,12553,(800) 842-4230,yes,Orange County,6,1073,STATE ROUTE 94
"(40.71023360200007, -74.00998590699993)","Camera, Grip & Lighting","Red Line Studios, Inc",http://www.redlinestudios.net,181 Broadway,New York,NY,10007,(212) 566-2031, ,Manhattan,1,181,BROADWAY
"(40.756263456000056, -73.98847607199991)","Museums, Galleries & Tours",Ripley's Believe It or Not! Times Square,http://www.ripleysnewyork.com,234 West 42nd Street,New York,NY,10036,(212) 348-3133,yes,Manhattan,1,234,WEST 42 STREET
"(40.73129140900005, -73.99348199299993)",Security,SecureEvent Corp,http://www.secureeventcorp.com,40 East 9th Street,New York,NY,10003,(646) 208-3114,yes,Manhattan,1,40,EAST 9 STREET
"(40.72254996300006, -73.95761641899992)","Camera, Grip & Lighting",Sunbelt Rentals,http://www.sunbeltrentals.com,91 North 12th Street,Brooklyn,NY,11211,(718) 387-4872, ,Brooklyn,3,91,NORTH 12 STREET
"(40.70974909500006, -73.84529572899993)",Food & Restaurants,Dee's,http://www.deesnyc.com,107-23 Metropolitan Avenue,Forest Hills,NY,11375,(888) 488-DEES (3337),yes,Queens,4,107-23,METROPOLITAN AVENUE
"(40.72521066200005, -73.99500221599993)",Production Company,"Orielle Creative Company, LLC",http://www.OrielleCreativeCompany.com,319 Lafayette Street,New York,NY,10012,(917) 446-2646, ,Manhattan,1,319,LAFAYETTE STREET
"(40.70629173900005, -74.01330764599993)",Travel & Transportation,Quintessential Jets Inc,http://www.QJETS.com,39 Broadway,New York,NY,10006,(212) 682-5010, ,Manhattan,1,39,BROADWAY
"(40.66414578700005, -73.68773640499995)",Security,VIP International Security,http://www.VIP-InternationalNY.com,82 Whitehall Street,Lynbrook,NY,11563,(516) 561-0153,yes,Long Island,6,91,WHITEHALL STREET
